0.22222215,0.625,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.16666664,0.41666666,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.11111101,0.5,0.05084745,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.083333254,0.45833328,0.084745765,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.6666666,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.30555552,0.7916667,0.11864407,0.125,1.0,1.0,0.0,0.0,(Learn)
0.083333254,0.5833334,0.0677966,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.5833334,0.084745765,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.027777752,0.37500003,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.16666664,0.45833328,0.084745765,0.0,1.0,1.0,0.0,0.0,(Learn)
0.30555552,0.7083333,0.084745765,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1388889,0.5833334,0.10169492,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1388889,0.41666666,0.0677966,0.0,1.0,1.0,0.0,0.0,(Learn)
0.0,0.41666666,0.016949156,0.0,1.0,1.0,0.0,0.0,(Learn)
0.4166667,0.8333333,0.033898313,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.3888888,1.0,0.084745765,0.125,1.0,1.0,0.0,0.0,(Learn)
0.30555552,0.7916667,0.05084745,0.125,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.625,0.0677966,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.3888888,0.74999994,0.11864407,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.74999994,0.084745765,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.30555552,0.5833334,0.11864407,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.7083333,0.084745765,0.125,1.0,1.0,0.0,0.0,(Learn)
0.083333254,0.6666666,0.0,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.5416666,0.11864407,0.16666666,1.0,1.0,0.0,0.0,(Learn)
0.1388889,0.5833334,0.15254237,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.41666666,0.10169492,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.5833334,0.10169492,0.125,1.0,1.0,0.0,0.0,(Learn)
0.2499999,0.625,0.084745765,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.2499999,0.5833334,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.11111101,0.5,0.10169492,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1388889,0.45833328,0.10169492,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.30555552,0.5833334,0.084745765,0.125,1.0,1.0,0.0,0.0,(Learn)
0.2499999,0.87499994,0.084745765,0.0,1.0,1.0,0.0,0.0,(Learn)
0.33333328,0.91666657,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.16666664,0.45833328,0.084745765,0.0,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.5,0.033898313,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.33333328,0.625,0.05084745,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.16666664,0.45833328,0.084745765,0.0,1.0,1.0,0.0,0.0,(Learn)
0.027777752,0.41666666,0.05084745,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.5833334,0.084745765,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.625,0.05084745,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.055555504,0.12499998,0.05084745,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.027777752,0.5,0.05084745,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.625,0.10169492,0.20833333,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.74999994,0.15254237,0.125,1.0,1.0,0.0,0.0,(Learn)
0.1388889,0.41666666,0.0677966,0.083333336,1.0,1.0,0.0,0.0,(Learn)
0.22222215,0.74999994,0.10169492,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.083333254,0.5,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.2777778,0.7083333,0.084745765,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.1944444,0.5416666,0.0677966,0.041666664,1.0,1.0,0.0,0.0,(Learn)
0.74999994,0.5,0.6271186,0.5416666,2.0,0.0,1.0,0.0,(Learn)
0.5833333,0.5,0.59322035,0.5833333,2.0,0.0,1.0,0.0,(Learn)
0.7222222,0.45833328,0.66101694,0.5833333,2.0,0.0,1.0,0.0,(Learn)
0.33333328,0.12499998,0.5084746,0.49999994,2.0,0.0,1.0,0.0,(Learn)
